patient_id,nir,nom,prenom,birth_date,sex,region_code
IPP0004931,131069388849320,LAURENT,Jean,1931-06-25,M,93
IPP0004932,269097552392740,MOREAU,Antoine,1969-09-21,F,75
IPP0004933,159039215540148,DURAND,Paul,1959-03-16,M,92
IPP0004934,220119450154394,THOMAS,Julie,2020-11-20,F,94
IPP0004935,181089415990026,DAVID,Luc,1981-08-08,M,94
IPP0004936,273089190463097,LAURENT,Antoine,1973-08-10,F,91
IPP0004937,153059155199354,BERTRAND,Thomas,1953-05-25,M,91
IPP0004938,264107762262603,DURAND,Pierre,1964-10-10,F,77
IPP0004939,175119388885012,GARCIA,Camille,1975-11-16,M,93
IPP0004940,257017823641535,DAVID,Thomas,1957-01-22,F,78
IPP0004941,150049112792473,DURAND,Sophie,1950-04-03,M,91
IPP0004942,266067704393821,DURAND,Manon,1966-06-08,F,77
IPP0004943,105119252501760,THOMAS,Nicolas,2005-11-11,M,92
IPP0004944,286039113955102,BERNARD,Sophie,1986-03-08,F,91
IPP0004945,153127897819944,DUBOIS,Sophie,1953-12-24,M,78
IPP0004946,279109236949783,LEROY,Marc,1979-10-16,F,92
IPP0004947,133029179443772,MARTIN,Antoine,1933-02-01,M,91
IPP0004948,244127806229775,GARCIA,Marie,1944-12-13,F,78
IPP0004949,181039556665579,GIRARD,Luc,1981-03-10,M,95
IPP0004950,141029389098281,DAVID,Sophie,1941-02-21,M,92
IPP0004951,173037554329722,BERNARD,Pierre,1973-03-03,M,75
IPP0004952,232107540514085,GIRARD,Antoine,1932-10-16,F,75
IPP0004953,110119388997931,DAVID,Antoine,2010-11-12,M,93
IPP0004954,275019442956655,DUBOIS,Nicolas,1975-01-18,F,94
IPP0004955,107089520105608,VINCENT,Thomas,2007-08-08,M,95
IPP0004956,145109463401104,GIRARD,Luc,1945-10-01,M,94
IPP0004957,141129118240890,BERNARD,Sarah,1941-12-22,M,91
IPP0004958,156057752684618,LAURENT,Thomas,1956-05-16,M,77
IPP0004959,120089291233952,PETIT,Luc,2020-08-08,M,92
IPP0004960,190089398879072,LAURENT,Marc,1990-08-22,M,93
IPP0004961,190119456470101,SIMON,Sarah,1990-11-28,M,94
IPP0004962,284099180731979,MICHEL,Ines,1984-09-18,F,91
IPP0004963,266019375527753,DAVID,Paul,1966-01-16,F,93
IPP0004964,267099586335954,MICHEL,Chloe,1967-09-08,F,95
IPP0004965,176099537004028,MARTIN,Sarah,1976-09-08,M,95
IPP0004966,232109411945577,ROBERT,Sophie,1932-10-02,F,94
IPP0004967,140107529019831,DURAND,Julie,1940-10-23,M,75
IPP0004968,140119127101973,THOMAS,Marie,1940-11-14,M,91
IPP0004969,186029494494153,DURAND,Hugo,1986-02-20,M,94
IPP0004970,112039105670401,MOREL,Paul,2012-03-06,M,91
IPP0004971,143039140985857,LEROY,Julie,1943-03-25,M,91
IPP0004972,177019319510843,MARTIN,Pierre,1977-01-18,M,93
IPP0004973,294027732547792,MOREAU,Marie,1994-02-20,F,77
IPP0004974,232117803056875,DUBOIS,Ines,1932-11-21,F,78
IPP0004975,115079581882908,LEROY,Chloe,2015-07-25,M,95
IPP0004976,144067809048469,DAVID,Julie,1944-06-20,M,78
IPP0004977,205047515472215,PETIT,Antoine,2005-04-21,F,75
IPP0004978,265019133576150,DAVID,Jean,1965-01-13,F,91
IPP0004979,181049545145559,SIMON,Pierre,1981-04-12,M,95
IPP0004980,261089534619796,ROBERT,Luc,1961-08-03,F,95
IPP0004981,232109571181272,MICHEL,Emma,1932-10-28,F,95
IPP0004982,241099241183639,FOURNIER,Julie,1941-09-15,F,92
IPP0004983,165069209606961,MOREAU,Emma,1965-06-28,M,92
IPP0004984,299127737490945,SIMON,Camille,1999-12-26,F,77
IPP0004985,287049294675965,ROUX,Marc,1987-04-15,F,92
IPP0004986,152019141261231,LAURENT,Lea,1952-01-22,M,91
IPP0004987,258067519726116,MARTIN,Sophie,1958-06-16,F,75
IPP0004988,139027539710734,DURAND,Marie,1939-02-15,M,75
IPP0004989,104089487809311,VINCENT,Pierre,2004-08-07,M,94
IPP0004990,201069136797852,DAVID,Marc,2001-06-16,F,91
IPP0004991,123117829887774,ROBERT,Nicolas,2023-11-25,M,78
IPP0004992,153089387329807,DUBOIS,Sophie,1953-08-18,M,93
IPP0004993,245059331198482,DUBOIS,Sophie,1945-05-25,F,93
IPP0004994,236069196644707,ROBERT,Marc,1936-06-10,F,91
IPP0004995,107117713076127,DUBOIS,Pierre,2007-11-14,M,77
IPP0004996,243079453182747,GIRARD,Chloe,1943-07-02,F,94
IPP0004997,161109428694296,DAVID,Nicolas,1961-10-05,M,94
IPP0004998,293057733319339,LEROY,Sophie,1993-05-14,F,77
IPP0004999,243107801044153,BERNARD,Hugo,1943-10-26,F,78
IPP0005000,202089295423024,SIMON,Camille,2002-08-21,F,95
IPP0005001,154119555761396,BERNARD,Sarah,1954-11-01,M,95
IPP0005002,256129576638533,BERNARD,Sophie,1956-12-11,F,95
IPP0005003,143027865088027,MOREAU,Lea,1943-02-23,M,78
IPP0005004,271047771922958,MICHEL,Ines,1971-04-08,F,77
IPP0005005,267089268143769,VINCENT,Chloe,1967-08-02,F,92
IPP0005006,140049581788468,LAURENT,Marie,1940-04-03,M,95
IPP0005007,233047508593416,THOMAS,Antoine,1933-04-16,F,75
IPP0005008,258109527666069,MARTIN,Ines,1958-10-23,F,95
IPP0005009,208067803461435,MICHEL,Sarah,2008-06-24,F,78
IPP0005010,158059340040820,VINCENT,Marie,1958-05-15,M,93
IPP0005011,232109329507950,DAVID,Sophie,1932-10-21,F,93
IPP0005012,153059118275810,ROUX,Antoine,1953-05-02,M,91
IPP0005013,158127540451503,DURAND,Pierre,1958-12-24,M,75
IPP0005014,187027861814353,FOURNIER,Luc,1987-02-15,M,78
IPP0005015,106039149851132,ROBERT,Chloe,2006-03-11,M,91
IPP0005016,145097896677575,DAVID,Sophie,1945-09-28,M,78
IPP0005017,294127709519562,MOREAU,Emma,1994-12-04,F,77
IPP0005018,259049432466756,ROUX,Julie,1959-04-05,F,94
IPP0005019,246027774015516,MARTIN,Ines,1946-02-22,F,77
IPP0005020,294109526811560,MICHEL,Antoine,1994-10-08,F,95
IPP0005021,216037588167903,LAURENT,Louis,2016-03-11,F,75
IPP0005022,153067588578502,MOREL,Chloe,1953-06-08,M,75
IPP0005023,255119550762332,GIRARD,Julie,1955-11-18,F,95
IPP0005024,281089560035766,BERTRAND,Luc,1981-08-07,F,95
IPP0005025,156029213159724,ROBERT,Pierre,1956-02-14,M,92
IPP0005026,183119224667273,DURAND,Marie,1983-11-21,M,92
IPP0005027,115047518389089,MOREAU,Nicolas,2015-04-12,M,75
IPP0005028,242129217521774,ROBERT,Luc,1942-12-24,F,92
IPP0005029,103019580525608,VINCENT,Hugo,2003-01-18,M,95
IPP0005030,216049225549297,MARTIN,Antoine,2016-04-19,F,92
IPP0005031,259099563317462,THOMAS,Julie,1959-09-07,F,95
IPP0005032,169039166605623,VINCENT,Jean,1969-03-05,M,91
IPP0005033,175029407794817,BERTRAND,Manon,1975-02-20,M,94
IPP0005034,267099455400406,DURAND,Thomas,1967-09-18,F,94
IPP0005035,237129455712750,THOMAS,Julie,1937-12-26,F,94
IPP0005036,178109117431434,MICHEL,Hugo,1978-10-09,M,91
IPP0005037,210017893623941,MICHEL,Hugo,2010-01-01,F,78
IPP0005038,143099268412875,VINCENT,Jean,1943-09-24,M,92
IPP0005039,155047806082656,ROBERT,Manon,1955-04-17,M,78
IPP0005040,257099398534952,VINCENT,Sarah,1957-09-25,F,93
IPP0005041,206067710332924,LEROY,Paul,2006-06-14,F,77
IPP0005042,186079169891455,ROUX,Marie,1986-07-14,M,91
IPP0005043,201029273644297,DUBOIS,Sophie,2001-02-04,F,92
IPP0005044,279019450221161,THOMAS,Paul,1979-01-20,F,94
IPP0005045,263089299647886,MARTIN,Paul,1963-08-16,F,92
IPP0005046,256049110083150,FOURNIER,Louis,1956-04-01,F,91
IPP0005047,151059304748908,ROBERT,Sophie,1951-05-12,M,93
IPP0005048,200087713130618,DAVID,Manon,2000-08-23,F,77
IPP0005049,244037806378790,DAVID,Hugo,1944-03-12,F,78
IPP0005050,157019439482730,BERTRAND,Ines,1957-01-11,M,95
IPP0005051,194037563735493,ROUX,Manon,1994-03-24,M,75
IPP0005052,141127801294359,FOURNIER,Sophie,1941-12-23,M,78
IPP0005053,254127733044656,LAURENT,Thomas,1954-12-09,F,77
IPP0005054,137059303599464,LAURENT,Marc,1937-05-10,M,93
IPP0005055,131067894670822,LAURENT,Camille,1931-06-03,M,78
IPP0005056,243019305012080,GARCIA,Sarah,1943-01-19,F,93
IPP0005057,257117594702594,DUBOIS,Julie,1957-11-08,F,75
IPP0005058,249057535875663,FOURNIER,Marie,1949-05-28,F,75
IPP0005059,266107780380519,MOREAU,Camille,1966-10-03,F,77
IPP0005060,278017504291146,SIMON,Marie,1978-01-02,F,75
IPP0005061,173057825863933,BERTRAND,Nicolas,1973-05-28,M,78
IPP0005062,169089337041732,MARTIN,Lea,1969-08-12,M,93
IPP0005063,139077845543304,BERNARD,Pierre,1939-07-05,M,78
IPP0005064,155087875708233,DUBOIS,Antoine,1955-08-20,M,78
IPP0005065,105079369867439,MICHEL,Marie,2005-07-12,M,93
IPP0005066,176107724711274,LAURENT,Jean,1976-10-01,M,77
IPP0005067,249089264844491,MOREAU,Sarah,1949-08-09,F,92
IPP0005068,239049264104163,LEROY,Emma,1939-04-27,F,92
IPP0005069,194077516737178,SIMON,Nicolas,1994-07-16,M,75
IPP0005070,178059160843010,SIMON,Chloe,1978-05-09,M,91
IPP0005071,177029419052160,DUBOIS,Pierre,1977-02-22,M,94
IPP0005072,131037778650557,GIRARD,Emma,1931-03-09,M,77
IPP0005073,261107793885544,SIMON,Antoine,1961-10-03,F,77
IPP0005074,225107739434811,FOURNIER,Marc,2025-10-22,F,77
IPP0005075,268037757476031,VINCENT,Sarah,1968-03-21,F,77
IPP0005076,159049168365403,ROUX,Camille,1959-04-16,M,91
IPP0005077,236047533025585,MOREAU,Luc,1936-04-15,F,75
IPP0005078,205099243413073,FOURNIER,Louis,2005-09-15,F,92
IPP0005079,273089171197414,GARCIA,Marie,1973-08-14,F,91
IPP0005080,157049339085996,MOREAU,Luc,1957-04-12,M,93
IPP0005081,256109246044683,MOREL,Sarah,1956-10-07,F,92
IPP0005082,161079532758917,THOMAS,Jean,1961-07-25,M,95
IPP0005083,238129481691378,MOREL,Camille,1938-12-26,F,94
IPP0005084,216059548999080,ROUX,Sophie,2016-05-26,F,95
IPP0005085,211089399337485,MARTIN,Pierre,2011-08-02,F,93
IPP0005086,277057703765625,GIRARD,Ines,1977-05-20,F,77
IPP0005087,261039164622223,ROUX,Marc,1961-03-12,F,91
IPP0005088,234057875134508,ROUX,Nicolas,1934-05-12,F,78
IPP0005089,298129300472681,LAURENT,Jean,1998-12-09,F,93
IPP0005090,251119348295125,ROUX,Luc,1951-11-15,F,93
IPP0005091,157069506297006,FOURNIER,Louis,1957-06-22,M,95
IPP0005092,246129183741325,MARTIN,Julie,1946-12-21,F,91
IPP0005093,232099379747697,DAVID,Lea,1932-09-01,F,93
IPP0005094,256107720270911,MICHEL,Marie,1956-10-27,F,77
IPP0005095,132079244336410,LEROY,Sarah,1932-07-26,M,92
IPP0005096,237117714328548,ROUX,Sophie,1937-11-17,F,77
IPP0005097,233029239919856,DAVID,Louis,1933-02-19,F,92
IPP0005098,210039335303794,THOMAS,Nicolas,2010-03-11,F,93
IPP0005099,167087549264031,VINCENT,Luc,1967-08-17,M,75
IPP0005100,124019220222116,SIMON,Louis,2024-01-17,M,95
IPP0005101,193059385244336,MOREL,Emma,1993-05-08,M,93
IPP0005102,265099271438917,MOREL,Chloe,1965-09-01,F,92
IPP0005103,103107743192336,MOREAU,Marie,2003-10-28,M,77
IPP0005104,122099561492892,THOMAS,Marc,2022-09-05,M,95
IPP0005105,233069267014990,MARTIN,Paul,1933-06-04,F,92
IPP0005106,152127861897529,GARCIA,Camille,1952-12-02,M,78
IPP0005107,262037784719473,FOURNIER,Paul,1962-03-07,F,77
IPP0005108,277037739524939,ROUX,Sarah,1977-03-17,F,77
IPP0005109,169117805575393,LEROY,Jean,1969-11-25,M,78
IPP0005110,136039246559028,DURAND,Pierre,1936-03-22,M,92
IPP0005111,207069416243565,BERTRAND,Ines,2007-06-12,F,94
IPP0005112,177119470847833,ROBERT,Nicolas,1977-11-25,M,94
IPP0005113,236107788260991,DUBOIS,Emma,1936-10-08,F,77
IPP0005114,270087751080842,FOURNIER,Nicolas,1970-08-16,F,77
IPP0005115,125089361238702,GIRARD,Nicolas,2025-08-13,M,93
IPP0005116,299027849822622,DUBOIS,Antoine,1999-02-24,F,78
IPP0005117,199019272291826,MARTIN,Thomas,1999-01-09,M,92
IPP0005118,164107725680686,LEROY,Thomas,1964-10-25,M,77
IPP0005119,146079554294656,THOMAS,Lea,1946-07-12,M,95
IPP0005120,297069259721548,MICHEL,Paul,1997-06-01,F,92
IPP0005121,166027852431049,MICHEL,Nicolas,1966-02-24,M,78
IPP0005122,249047571204829,DUBOIS,Thomas,1949-04-16,F,75
IPP0005123,265089197502927,ROUX,Julie,1965-08-12,F,91
IPP0005124,105129521946594,DURAND,Julie,2005-12-23,M,95
IPP0005125,250027510167792,SIMON,Louis,1950-02-27,F,75
IPP0005126,184099394288617,PETIT,Marc,1984-09-20,M,93
IPP0005127,138029134327734,MOREL,Camille,1938-02-07,M,91
IPP0005128,215029435055656,BERNARD,Marc,2015-02-09,F,94
IPP0005129,291127580603446,SIMON,Hugo,1991-12-28,F,75
IPP0005130,198129272511690,MOREL,Hugo,1998-12-08,M,92
IPP0005131,221089481991180,MOREAU,Sarah,2021-08-13,F,94
IPP0005132,260017826393513,VINCENT,Hugo,1960-01-28,F,78
IPP0005133,293067717418481,SIMON,Nicolas,1993-06-01,F,77
IPP0005134,239109177611341,ROUX,Hugo,1939-10-09,F,91
IPP0005135,235039511281331,THOMAS,Lea,1935-03-16,F,95
IPP0005136,175099258251219,LAURENT,Chloe,1975-09-01,M,92
IPP0005137,220079187198119,LAURENT,Marie,2020-07-16,F,91
IPP0005138,277027776514189,GIRARD,Marc,1977-02-10,F,77
IPP0005139,159117571735520,BERNARD,Pierre,1959-11-01,M,75
IPP0005140,244089179090408,PETIT,Camille,1944-08-22,F,91
IPP0005141,237019326106516,DAVID,Louis,1937-01-10,F,93
IPP0005142,186089245067065,MARTIN,Marie,1986-08-13,M,92
IPP0005143,252059136959195,ROUX,Luc,1952-05-08,F,91
IPP0005144,156089175510855,BERNARD,Hugo,1956-08-13,M,91
IPP0005145,294027503081624,ROUX,Camille,1994-02-11,F,75
IPP0005146,194069272876137,FOURNIER,Jean,1994-06-25,M,92
IPP0005147,136099352029107,MICHEL,Chloe,1936-09-09,M,93
IPP0005148,270119549481973,BERNARD,Camille,1970-11-14,F,95
IPP0005149,255029381884887,PETIT,Manon,1955-02-20,F,93
IPP0005150,183057597465154,MOREL,Luc,1983-05-07,M,78
IPP0005151,172037863849744,FOURNIER,Julie,1972-03-24,M,78
IPP0005152,172057591753789,MOREL,Sophie,1972-05-26,M,75
IPP0005153,166067782829457,BERTRAND,Nicolas,1966-06-19,M,77
IPP0005154,187039181713363,BERNARD,Manon,1987-03-11,M,91
IPP0005155,186097515336753,ROUX,Marie,1986-09-18,M,75
IPP0005156,131037575367063,GARCIA,Julie,1931-03-23,M,75
IPP0005157,214067890790532,GIRARD,Sophie,2014-06-20,F,78
IPP0005158,294079244772332,DAVID,Luc,1994-07-25,F,92
IPP0005159,240099194689511,DURAND,Nicolas,1940-09-28,F,91
IPP0005160,197049152650095,DURAND,Luc,1997-04-28,M,91
IPP0005161,164067736904809,FOURNIER,Jean,1964-06-28,M,77
IPP0005162,266109584021085,FOURNIER,Sarah,1966-10-15,F,95
IPP0005163,134047791412159,BERNARD,Marie,1934-04-21,M,77
IPP0005164,176097798499158,LEROY,Louis,1976-09-10,M,77
IPP0005165,151057523171979,LAURENT,Camille,1951-05-14,M,75
IPP0005166,157129590904066,GARCIA,Marc,1957-12-28,M,95
IPP0005167,157017747990592,GIRARD,Marie,1957-01-10,M,77
IPP0005168,253047748201618,ROBERT,Sarah,1953-04-02,F,77
IPP0005169,194077811719326,MARTIN,Marie,1994-07-09,M,78
IPP0005170,250027893850304,LAURENT,Lea,1950-02-20,F,78
IPP0005171,291097555529094,PETIT,Sarah,1991-09-25,F,75
IPP0005172,220097880300325,BERTRAND,Emma,2020-09-06,F,78
IPP0005173,281019398655069,MICHEL,Pierre,1981-01-12,F,93
IPP0005174,250027816125984,BERTRAND,Pierre,1950-02-07,F,78
IPP0005175,134097801473715,MICHEL,Sophie,1934-09-16,M,78
IPP0005176,132129289954404,MOREAU,Pierre,1932-12-23,M,92
IPP0005177,184059302399263,MARTIN,Sarah,1984-05-04,M,93
IPP0005178,266057807034057,DAVID,Louis,1966-05-24,F,78
IPP0005179,104089380479306,GARCIA,Manon,2004-08-14,M,93
IPP0005180,270089404458116,ROBERT,Chloe,1970-08-27,F,94
IPP0005181,132017537642393,DURAND,Camille,1932-01-13,M,75
IPP0005182,182059220948958,DURAND,Ines,1982-05-27,M,92
IPP0005183,264119258222848,DAVID,Nicolas,1964-11-11,F,92
IPP0005184,238059135969507,DURAND,Pierre,1938-05-07,F,91
IPP0005185,241127738297658,DAVID,Manon,1941-12-20,F,77
IPP0005186,169109293930115,GARCIA,Julie,1969-10-11,M,92
IPP0005187,157099589942134,LEROY,Julie,1957-09-19,M,95
IPP0005188,108059424783312,LEROY,Antoine,2008-05-05,M,94
IPP0005189,190079333302801,GIRARD,Luc,1990-07-01,M,93
IPP0005190,225017725279492,FOURNIER,Camille,2025-01-25,F,77
IPP0005191,277089566815771,GARCIA,Marie,1977-08-02,F,95
IPP0005192,159129197643794,DURAND,Camille,1959-12-17,M,91
IPP0005193,171047586456931,VINCENT,Luc,1971-04-17,M,75
IPP0005194,107107509662458,MOREL,Manon,2007-10-15,M,75
IPP0005195,171019537110253,VINCENT,Nicolas,1971-01-21,M,95
IPP0005196,190099186019320,GARCIA,Thomas,1990-09-22,M,91
IPP0005197,156029101201532,GARCIA,Nicolas,1956-02-14,M,91
IPP0005198,146087532074504,PETIT,Chloe,1946-08-19,M,75
IPP0005199,162077543356073,DUBOIS,Thomas,1962-07-11,M,75
IPP0005200,199029562045490,MARTIN,Paul,1999-02-22,M,95
IPP0005201,124097757374352,MARTIN,Ines,2024-09-07,M,77
IPP0005202,243059556558880,BERNARD,Marc,1943-05-17,F,95
IPP0005203,195069194070912,BERTRAND,Luc,1995-06-18,M,91
IPP0005204,222047543372128,DAVID,Camille,2022-04-03,F,75
IPP0005205,210117722865602,MARTIN,Antoine,2010-11-22,F,77
IPP0005206,266129553717824,LAURENT,Julie,1966-12-07,F,95
IPP0005207,295129502429505,DUBOIS,Hugo,1995-12-28,F,95
IPP0005208,256029520673230,DUBOIS,Lea,1956-02-08,F,95
IPP0005209,148087839814129,MOREAU,Sarah,1948-08-22,M,78
IPP0005210,243049250955812,PETIT,Thomas,1943-04-07,F,92
IPP0005211,166069541944649,ROBERT,Marie,1966-06-21,M,95
IPP0005212,237099126091953,MARTIN,Sophie,1937-09-09,F,91
IPP0005213,277079312061586,GIRARD,Sarah,1977-07-13,F,93
IPP0005214,241117892535263,SIMON,Luc,1941-11-05,F,78
IPP0005215,273079362518317,MOREL,Ines,1973-07-15,F,93
IPP0005216,146039148463121,MOREAU,Marie,1946-03-23,M,91
IPP0005217,265067710723418,VINCENT,Emma,1965-06-25,F,77
IPP0005218,252049168855155,VINCENT,Paul,1952-04-18,F,91
IPP0005219,154049114215995,MICHEL,Marc,1954-04-27,M,91
IPP0005220,255079191544245,DUBOIS,Marie,1955-07-06,F,91
IPP0005221,175087557393617,SIMON,Paul,1975-08-09,M,75
IPP0005222,265129342115046,ROUX,Julie,1965-12-10,F,93
IPP0005223,213019215384293,DAVID,Camille,2013-01-02,F,92
IPP0005224,231019107829201,GIRARD,Marie,1931-01-19,F,91
IPP0005225,122077885568234,MOREL,Hugo,2022-07-13,M,78
IPP0005226,277127505609981,ROUX,Antoine,1977-12-08,F,75
IPP0005227,247119574530603,PETIT,Jean,1947-11-24,F,95
IPP0005228,204069570395324,DURAND,Marie,2004-06-22,F,95
IPP0005229,245039140738356,GARCIA,Louis,1945-03-04,F,91
IPP0005230,111019177093003,DUBOIS,Sophie,2011-01-21,M,91
IPP0005231,287059336703509,MARTIN,Camille,1987-05-01,F,93
IPP0005232,294077725231896,MOREL,Lea,1994-07-26,F,77
IPP0005233,273117806386874,LAURENT,Paul,1973-11-22,F,78
IPP0005234,259117708208431,DAVID,Jean,1959-11-28,F,77
IPP0005235,155109473585901,FOURNIER,Manon,1955-10-12,M,94
IPP0005236,267119594632555,MOREL,Emma,1967-11-18,F,95
IPP0005237,184117816898603,VINCENT,Emma,1984-11-12,M,78
IPP0005238,122079402193324,LEROY,Luc,2022-07-09,M,94
IPP0005239,262057723323455,ROBERT,Louis,1962-05-21,F,77
IPP0005240,272099571065925,SIMON,Marie,1972-09-14,F,95
IPP0005241,236087765265229,GARCIA,Marc,1936-08-05,F,77
IPP0005242,292047710657796,MARTIN,Camille,1992-04-22,F,77
IPP0005243,254119202303343,GIRARD,Louis,1954-11-28,F,92
IPP0005244,262039359358481,LEROY,Pierre,1962-03-20,F,93
IPP0005245,264029343436509,VINCENT,Chloe,1964-02-05,F,93
IPP0005246,250039200235135,MICHEL,Sarah,1950-03-10,F,92
IPP0005247,170129427169593,MICHEL,Nicolas,1970-12-09,M,94
IPP0005248,231039429421053,MOREAU,Marc,1931-03-25,F,94
IPP0005249,159127542587432,DURAND,Pierre,1959-12-01,M,75
IPP0005250,157119433195611,BERTRAND,Manon,1957-11-10,M,77
IPP0005251,232019521570871,THOMAS,Luc,1932-01-24,F,95
IPP0005252,122029131665388,ROBERT,Sophie,2022-02-06,M,91
IPP0005253,178089478647623,BERTRAND,Marie,1978-08-18,M,94
IPP0005254,225087897066113,MARTIN,Nicolas,2025-08-01,F,78
IPP0005255,180039118495547,MOREAU,Paul,1980-03-15,M,91
IPP0005256,172039562153854,BERNARD,Marc,1972-03-01,M,95
IPP0005257,209109445261971,VINCENT,Sarah,2009-10-26,F,94
IPP0005258,264129463660451,GIRARD,Camille,1964-12-21,F,94
IPP0005259,183097828427564,THOMAS,Louis,1983-09-10,M,78
IPP0005260,140089354017092,GARCIA,Luc,1940-08-23,M,93
IPP0005261,197027817049442,SIMON,Thomas,1997-02-11,M,78
IPP0005262,240119419898502,DURAND,Pierre,1940-11-11,F,94
IPP0005263,254049465730681,ROUX,Hugo,1954-04-03,F,94
IPP0005264,232079288047627,GARCIA,Chloe,1932-07-24,F,92
IPP0005265,108017517651103,VINCENT,Camille,2008-01-26,M,75
IPP0005266,254109505878782,MARTIN,Chloe,1954-10-12,F,95
IPP0005267,161047589666646,DAVID,Paul,1961-04-17,M,75
IPP0005268,166069585591976,GARCIA,Ines,1966-06-07,M,95
IPP0005269,191089372689221,ROUX,Lea,1991-08-21,M,93
IPP0005270,246079532520084,DUBOIS,Pierre,1946-07-17,F,95
IPP0005271,200049513888042,MARTIN,Thomas,2000-04-18,F,95
IPP0005272,280127788266743,SIMON,Marc,1980-12-04,F,77
IPP0005273,248109167627711,LAURENT,Louis,1948-10-23,F,91
IPP0005274,200117700799095,MOREL,Luc,2000-11-07,F,77
IPP0005275,284069468265269,DAVID,Antoine,1984-06-15,F,94
IPP0005276,211019291855532,ROBERT,Chloe,2011-01-11,F,92
IPP0005277,165019266954566,DAVID,Thomas,1965-01-07,M,92
IPP0005278,136069228128581,MICHEL,Camille,1936-06-19,M,92
IPP0005279,249109174647193,GARCIA,Jean,1949-10-14,F,91
IPP0005280,166129427900263,DUBOIS,Jean,1966-12-09,M,94
IPP0005281,175069171231281,BERTRAND,Chloe,1975-06-15,M,91
IPP0005282,239069590419818,ROBERT,Louis,1939-06-24,F,95
IPP0005283,262027534600306,DAVID,Antoine,1962-02-25,F,75
IPP0005284,254129425005659,GIRARD,Lea,1954-12-05,F,94
IPP0005285,246029565202470,DAVID,Sophie,1946-02-10,F,95
IPP0005286,241049522685772,MARTIN,Hugo,1941-04-28,F,95
IPP0005287,142037597450345,VINCENT,Pierre,1942-03-18,M,75
IPP0005288,202019111536149,BERNARD,Sarah,2002-01-19,F,91
IPP0005289,150079240761950,BERNARD,Julie,1950-07-13,M,92
IPP0005290,237017527612292,THOMAS,Thomas,1937-01-11,F,75
IPP0005291,273119260959084,SIMON,Camille,1973-11-07,F,92
IPP0005292,213119527863128,DAVID,Pierre,2013-11-02,F,95
IPP0005293,192049555553011,SIMON,Sarah,1992-04-01,M,95
IPP0005294,234099326379781,DURAND,Thomas,1934-09-17,F,93
IPP0005295,258129118245830,MOREAU,Antoine,1958-12-13,F,91
IPP0005296,144017558473138,BERTRAND,Pierre,1944-01-28,M,75
IPP0005297,276107511983294,DURAND,Paul,1976-10-12,F,75
IPP0005298,264129206885615,LAURENT,Nicolas,1964-12-22,F,92
IPP0005299,235027554916425,FOURNIER,Emma,1935-02-09,F,75
IPP0005300,239059265724673,BERTRAND,Pierre,1939-05-20,F,92
IPP0005301,250109368083059,DURAND,Sophie,1950-10-09,F,93
IPP0005302,238119555208850,LEROY,Sophie,1938-11-08,F,95
IPP0005303,170129439182747,MOREL,Jean,1970-12-03,M,94
IPP0005304,172107744375255,SIMON,Lea,1972-10-02,M,77
IPP0005305,214119233710181,GIRARD,Julie,2014-11-26,F,92
IPP0005306,236099288772187,DUBOIS,Ines,1936-09-19,F,92
IPP0005307,169107563951347,DAVID,Marie,1969-10-02,M,75
IPP0005308,235027731688136,DUBOIS,Camille,1935-02-27,F,77
IPP0005309,239029577847859,ROBERT,Ines,1939-02-04,F,95
IPP0005310,208079505257165,MARTIN,Hugo,2008-07-28,F,95
IPP0005311,262117763966454,ROUX,Sarah,1962-11-01,F,77
IPP0005312,264057523706164,DURAND,Pierre,1964-05-01,F,75
IPP0005313,209079535660478,FOURNIER,Ines,2009-07-03,F,95
IPP0005314,204117764995376,BERTRAND,Camille,2004-11-10,F,77
IPP0005315,265107888551901,DURAND,Emma,1965-10-09,F,78
IPP0005316,224029388288240,GARCIA,Julie,2024-02-01,F,93
IPP0005317,167039594277040,ROUX,Sarah,1967-03-05,M,95
IPP0005318,157059343351935,PETIT,Julie,1957-05-28,M,93
IPP0005319,262047726355282,PETIT,Pierre,1962-04-23,F,77
IPP0005320,166027866487933,LAURENT,Sarah,1966-02-04,M,78
IPP0005321,254027889199844,THOMAS,Paul,1954-02-22,F,78
IPP0005322,244039537101587,VINCENT,Paul,1944-03-07,F,95
IPP0005323,272067815469805,LEROY,Luc,1972-06-06,F,78
IPP0005324,282029458335869,ROUX,Louis,1982-02-24,F,94
IPP0005325,273037550320305,LEROY,Chloe,1973-03-18,F,75
IPP0005326,117127873853638,BERNARD,Lea,2017-12-11,M,78
IPP0005327,162019353238987,PETIT,Chloe,1962-01-16,M,93
IPP0005328,255039488975180,BERTRAND,Jean,1955-03-19,F,94
IPP0005329,246117889051922,BERTRAND,Paul,1946-11-21,F,78
IPP0005330,224069384769382,ROBERT,Camille,2024-06-12,F,93
IPP0005331,149077887002186,DUBOIS,Pierre,1949-07-15,M,78
IPP0005332,204117579522171,SIMON,Sophie,2004-11-15,F,75
IPP0005333,237089187271520,FOURNIER,Antoine,1937-08-11,F,91
IPP0005334,293029560560254,FOURNIER,Sarah,1993-02-08,F,95
IPP0005335,153127825551974,PETIT,Manon,1953-12-28,M,78
IPP0005336,147119467589044,GIRARD,Nicolas,1947-11-26,M,94
IPP0005337,255069477866156,ROUX,Nicolas,1955-06-28,F,94
